가구번호,지역코드,만족도,지출비용,숙박시설_숙박하지않음,숙박시설_호텔,숙박시설_펜션,숙박시설_민박,여행지선택이유1,여행지선택이유2,여행지선택이유3,활동_자연풍경,활동_음식관광,활동_야외스포츠,활동_휴식휴양,활동_성지순례,활동_갬블링
A18181,933,4,171087.8409,,2,,,1,13,5,1,,,4,,6
A18182,931,3,143323.1843,,,3,,7,13,1,,2,3,4,,
A18183,934,2,62699.58714,,2,,,7,1,11,,,,,,
A18184,932,4,217653.1302,1,,,,12,7,3,1,,,4,5,
A18185,934,3,222386.7952,1,,,,12,7,4,,,,4,,
A18186,931,4,158743.8821,,,3,,13,12,4,,,,,,
A18187,932,5,277068.425,,2,,,12,4,5,,2,,,,
A18188,932,3,131162.3635,1,,,,3,1,,,,,,,
A18189,931,1,55145.66035,,2,,,1,4,11,,,,,,
A18190,935,3,154108.6173,,,3,,1,8,5,,,,,,
A18191,934,4,137865.3095,,2,,,12,3,14,,,3,,,6
A18192,933,3,100710.3581,,,,4,9,1,3,,2,,,,
A18193,935,3,132252.5595,,,3,,4,,,,,3,,,
A18194,932,4,172264.3226,,,3,,1,,,1,,,4,,
A18195,932,3,124091.3895,1,,,,2,13,5,,,,,,
A18196,934,4,231267.2777,,,,4,1,2,13,,,3,,,
A18197,931,2,65380.89918,1,,,,5,2,3,,,,,,
A18198,932,1,51901.90347,,,3,,2,13,4,1,,,,,
A18199,931,3,156423.3216,,,3,,9,1,13,1,,,,,
A18200,931,2,88551.05671,,2,,,5,2,,,2,,4,,
A18201,931,3,108216.9615,,2,,,13,8,,,,,4,,
A18202,932,3,155988.3527,,,,4,1,15,8,,,,,,
A18203,932,3,69886.10625,,,,4,15,4,6,,2,3,,,
A18204,931,4,,1,,,,6,8,11,,,,4,,
A18205,935,3,165803.049,,2,,,13,2,3,1,,,,,
A18206,931,3,101340.6298,,2,,,1,,,,2,,,,
A18207,932,3,77182.12253,,2,,,6,5,7,1,,,,,
A18208,931,3,122925.4399,,,3,,5,3,11,,2,,,5,
A18209,933,5,283260.7603,,,3,,9,1,3,,,,,,
A18210,931,3,149462.5524,,2,,,2,7,4,,,3,,5,
A18211,934,5,238377.6862,,,,4,7,5,14,,,,,,
A18212,931,4,232908.0632,,2,,,3,8,5,,2,,,,
A18213,931,4,236989.416,,2,,,1,8,,,,,4,,
A18214,933,3,109116.1964,,,3,,4,1,3,,,,,,
A18215,932,1,44704.60936,,2,,,12,14,11,,,3,,,
A18216,933,4,128224.2288,1,,,,1,8,5,1,,,,,
A18217,934,3,96211.8276,1,,,,9,2,12,,,,4,,
A18218,932,4,176005.0619,,,3,,13,2,4,,,3,,,
A18219,933,3,124575.684,,,,4,13,14,,,,3,,,
A18220,932,3,114366.4645,,,3,,2,1,3,,,,4,,
A18221,933,3,195178.1853,,2,,,7,5,6,,,,,,
A18222,931,2,74626.61258,,2,,,3,2,5,,,,,,
A18223,933,3,98226.66219,1,,,,5,1,3,,,,4,,
A18224,931,3,104894.281,1,,,,3,,,,2,3,,,
A18225,931,3,109900.8714,,,3,,3,,,,2,,,,
A18226,931,4,241178.2164,,,3,,4,15,6,,2,,,,
A18227,932,4,110211.3938,1,,,,13,14,,,,,,,
A18228,931,3,171275.4664,,,3,,1,5,8,1,,3,,5,
A18229,932,1,87721.98376,,2,,,3,15,,,,,,,
A18230,931,3,142134.4966,1,,,,14,8,7,1,,,,,
A18231,936,3,98665.2922,1,,,,1,3,,1,,,,,
A18232,932,3,95374.99284,,2,,,15,2,12,1,,,4,,
A18233,934,4,129953.0313,1,,,,1,8,10,,,,,,
A18234,932,1,73259.98687,,2,,,1,,,,,,,,6
A18235,931,3,186239.4686,,,3,,15,4,2,1,,,4,,
A18236,934,3,138490.6853,,2,,,9,11,5,,,,,,
A18237,932,2,91817.13796,,2,,,13,11,5,1,2,,,,
A18238,933,2,162830.8887,,2,,,9,1,5,,,,,,
A18239,932,1,56781.11571,,2,,,1,5,8,,,3,,,
A18240,931,1,92101.95584,,,3,,2,8,13,,,,,,
A18241,931,2,82711.73819,,,,4,1,13,8,,,3,,,6
A18242,936,4,62952.51557,,,3,,3,10,2,1,2,,,,6
A18243,931,3,63829.25367,,,3,,4,12,5,1,2,,,,
A18244,931,3,163716.971,1,,,,7,11,5,,,,,,
A18245,933,3,77314.51664,,2,,,9,6,3,1,,,,,
A18246,931,2,56392.23887,,2,,,7,6,5,,,3,,,
A18247,931,3,134340.8074,,2,,,1,7,15,,,,,,
A18248,931,4,158652.0534,,,,4,2,,,1,2,,,,
A18249,931,3,155236.4733,,2,,,15,13,2,,,,,,
A18250,931,3,132428.5082,,2,,,1,13,,,,,,,
A18251,931,3,132691.8153,,,3,,13,7,14,,,,,,
A18252,931,3,136791.5251,,,3,,1,10,6,,,,4,,
A18253,932,3,91824.25473,,2,,,12,6,3,,2,,4,,6
A18254,933,1,50361.18857,,2,,,15,12,5,1,,3,,,
A18255,933,3,150439.0398,1,,,,13,8,6,,2,3,,,
A18256,931,2,56953.85433,1,,,,9,8,11,,,,,,
A18257,931,1,69984.85906,,,,4,2,7,4,,,,,,
A18258,936,1,63167.47785,,,3,,3,2,13,,,,4,,
A18259,932,3,179085.1208,,2,,,12,2,,,,,,,
A18260,931,4,196617.1511,1,,,,6,3,12,,,,,,
A18261,933,4,110330.8089,1,,,,1,3,6,,,,,,
A18262,931,1,44924.39002,,2,,,14,2,6,,,,,,
A18263,931,2,54393.15975,1,,,,6,15,4,1,,,4,,
A18264,934,3,160908.5213,,2,,,2,1,8,,,3,,,
A18265,932,1,65762.73744,,,,4,7,2,5,,,,4,,
A18266,931,3,122392.9796,,2,,,1,12,3,,,,,,6
A18267,931,1,49309.29945,,2,,,2,13,7,,2,,4,,
A18268,934,4,157148.9545,,,,4,1,,,,,3,4,,
A18269,934,3,84780.3037,,,3,,4,2,,,,,,,
A18270,934,4,145036.6411,,2,,,12,14,11,,2,3,,,
A18271,931,3,162330.3612,1,,,,4,8,6,,,,,,
A18272,934,2,,,2,,,2,,,,,3,,,
A18273,934,4,127472.4429,1,,,,15,8,13,,,3,,,
A18274,932,3,138392.7056,,,3,,1,6,3,,2,,,,
A18275,931,3,163786.0852,,2,,,2,7,13,,,,,,
A18276,931,4,234971.9031,,2,,,3,8,13,,2,3,4,,
A18277,932,3,120543.3583,,,3,,9,2,15,1,,3,,,
A18278,935,4,183721.2597,,,3,,14,4,13,,,3,,,
A18279,934,4,148712.6645,,2,,,13,14,6,,,,,,
A18280,935,2,80065.75979,,2,,,11,,,,,,,,
A18281,932,3,96983.33596,,,3,,6,4,15,,,,,,
A18282,931,5,255120.5508,,2,,,3,1,,,,,4,,
A18283,932,4,160493.0227,1,,,,13,2,6,,,,,,
A18284,931,3,101374.8532,,2,,,9,15,3,,,,,,
A18285,931,5,198723.0665,1,,,,1,3,5,,,3,,,
A18286,931,5,236424.0155,,2,,,12,5,11,,,,4,,
A18287,934,5,192297.9825,,,3,,1,,,,,,,,
A18288,931,4,202469.0475,,2,,,1,2,6,,,,4,,
A18289,931,3,173264.3034,,2,,,7,9,4,,,,,,
A18290,934,1,113976.1114,,,,4,12,14,3,1,,,4,,
A18291,933,2,80175.45898,,2,,,2,13,8,,,,,,
A18292,933,2,124799.888,,,3,,1,3,5,1,,,,,
A18293,931,3,101231.0099,1,,,,8,2,13,1,,,,,
A18294,934,3,108521.7288,,2,,,15,2,3,,,,,,
A18295,934,2,121575.2266,,,,4,9,7,6,,,,,,
A18296,932,2,60507.17801,1,,,,9,3,12,,,3,,,
A18297,936,3,195904.3344,,2,,,3,13,5,,,3,,,
A18298,934,5,242366.6482,,2,,,4,,,,,3,,,
A18299,931,3,112969.835,1,,,,1,13,8,,,,,,
A18300,931,1,79495.64325,1,,,,13,8,5,,,3,,,
A18301,931,2,75398.07086,1,,,,2,11,5,,,,,,
A18302,931,3,121588.5796,1,,,,1,9,5,1,,,,5,
A18303,933,3,92022.18972,1,,,,3,4,5,1,,,,,
A18304,933,4,158734.4206,,2,,,2,,,,,,,,6
A18305,932,1,85033.14318,,,3,,2,5,3,,2,3,,,
A18306,934,3,,1,,,,11,8,12,,2,,,5,
A18307,931,3,143872.7574,,2,,,5,12,,1,,,4,,
A18308,931,4,208598.9025,,,,4,11,2,7,,,,,5,
A18309,932,3,150043.1216,1,,,,1,8,5,,2,3,4,,
A18310,931,3,182536.2069,1,,,,13,14,6,,2,,4,,
A18311,932,3,176992.3282,,2,,,6,5,3,,,,,,
A18312,934,3,147293.4991,,2,,,4,6,3,1,2,,,,
A18313,934,3,84793.09523,,2,,,4,2,3,1,,,,,
A18314,931,3,116621.9554,,2,,,14,6,12,,,,4,,
A18315,935,2,105636.2352,,2,,,1,14,3,1,2,,4,,
A18316,932,4,169525.8789,,,,4,15,5,2,,,,,5,
A18317,932,2,181482.1035,1,,,,12,2,10,,,,,,
A18318,931,3,198573.5279,1,,,,8,5,11,,,,,,
A18319,931,3,152197.7911,1,,,,12,11,3,,,,,,
A18320,935,2,100017.1165,,2,,,9,3,7,,,,,,
A18321,931,3,119075.6042,1,,,,9,7,12,,,3,,,
A18322,931,3,166463.6223,,,3,,2,11,,,,,4,,
A18323,934,3,104596.1794,,,3,,13,1,4,,,3,,,
A18324,932,3,90493.87028,,2,,,5,2,6,,2,,,,
A18325,934,3,199090.7236,,2,,,9,2,7,,,,,,
A18326,936,3,170326.8641,,,3,,1,13,12,,2,,,,
A18327,934,3,107716.4787,1,,,,1,13,8,,,3,,,
A18328,931,3,145305.1597,,,3,,12,1,5,,,,,,
A18329,935,3,140804.3745,1,,,,15,5,3,,,,,5,6
A18330,931,3,115547.9434,1,,,,2,13,,,2,,,,
A18331,934,3,200361.9039,1,,,,7,13,,,,,,,
A18332,936,3,57270.48942,,2,,,3,4,14,,,,,,
A18333,931,3,86198.59122,,,,4,9,5,15,,,,4,,
A18334,936,3,177484.2552,1,,,,2,3,5,,,,,,
A18335,931,1,40137.69446,,2,,,4,8,15,,,3,,,
A18336,933,2,97697.20141,,2,,,12,10,5,,,3,,,
A18337,934,3,136488.9326,,2,,,3,13,6,,,,4,,
A18338,934,5,179597.8367,,2,,,13,12,4,,,,,,
A18339,932,3,129279.69,,2,,,9,13,14,,,,4,,
A18340,934,4,,,,3,,5,12,3,1,,,4,,
A18341,931,3,74389.73418,1,,,,13,3,,,,3,,,
A18342,931,2,69666.10998,,2,,,3,10,13,,2,,,,
A18343,934,2,65465.99356,,,,4,15,6,8,,2,,,,6
A18344,935,4,306640.944,,,3,,11,,,,2,,,,
A18345,935,3,84344.17572,,,3,,2,15,5,,,,,,
A18346,934,4,197500.6291,,,,4,3,4,5,,,,,,
A18347,934,4,193226.187,,2,,,4,5,12,,,,,,
A18348,934,1,91983.37762,1,,,,5,3,,,,,,,
A18349,931,1,122239.6053,1,,,,6,11,14,1,,,,,
A18350,931,3,102101.9584,1,,,,4,3,8,1,,3,,,
A18351,931,5,217376.4033,,2,,,1,13,,,,,,,
A18352,936,4,122365.7294,1,,,,1,3,4,,,,4,,
A18353,933,3,147946.9879,,2,,,12,1,5,,2,,,5,
A18354,931,3,131026.7718,,2,,,7,2,12,,,,,,
A18355,933,3,115001.005,,,3,,4,13,15,,,,,,
A18356,931,4,186658.0799,,2,,,3,1,12,,,,,,
A18357,931,2,156154.3833,,2,,,3,1,,,,3,,,
A18358,931,1,134851.3073,,2,,,1,4,5,1,,,,,
A18359,931,3,89122.28737,1,,,,5,2,7,,,,4,,
A18360,932,3,181688.8202,,2,,,3,6,5,,,3,,,6
A18361,931,3,96112.7157,,2,,,7,6,3,,,,,,
A18362,931,1,103318.0104,1,,,,3,1,12,,2,,,,
A18363,932,3,195034.4825,,2,,,1,11,6,1,2,,4,,
A18364,932,3,158830.0792,,,3,,15,2,9,,,,,,
A18365,934,3,153337.2251,,,,4,4,3,,1,,,,,
A18366,935,2,102207.5491,1,,,,12,6,5,1,,,,,
A18367,931,1,53663.17188,,2,,,9,,,1,,3,,,
A18368,931,3,148930.765,,2,,,1,10,7,,,,,,
A18369,932,3,113156.8539,,,,4,9,12,7,,,,,,
A18370,932,1,129544.3886,1,,,,5,2,,,,,,,
A18371,934,3,165338.147,1,,,,3,15,12,,,,,5,
A18372,934,2,160475.6261,,,3,,14,11,4,,,,4,,
A18373,934,3,83015.44043,,2,,,2,5,3,,2,,4,,
A18374,935,4,,1,,,,4,5,,1,2,,,5,
A18375,936,3,166415.771,1,,,,2,15,11,,,,,,
A18376,931,3,202208.3406,,2,,,13,2,5,,2,,,,
A18377,936,2,94468.16224,,2,,,5,2,,,,,4,,
A18378,932,3,112801.8388,,2,,,2,4,14,,,3,,,
A18379,933,4,150223.8517,,2,,,3,1,7,,,,4,,
A18380,934,4,146131.7748,,2,,,9,7,14,,,,,,
A18381,931,3,115088.3444,,2,,,2,3,11,,2,,4,,
A18382,934,3,126300.4483,,,3,,1,14,5,1,,,,,
A18383,934,3,145486.2414,,,,4,8,4,12,,,,,,
A18384,931,1,51071.22449,1,,,,6,1,3,,,,,,
A18385,934,3,96486.18618,1,,,,1,2,4,,2,,,,
A18386,934,3,185524.3006,,,3,,12,6,4,1,,,,,
A18387,931,2,67135.59998,,,3,,1,10,12,,2,,,,
A18388,934,4,201943.5692,,,3,,8,4,2,,,3,,,
A18389,934,2,81607.11247,1,,,,2,6,4,1,,,,,
A18390,934,2,88382.3731,1,,,,11,3,,,,,4,,
A18391,932,4,228084.7838,,,3,,13,3,6,,2,3,,,
A18392,935,3,134270.7437,,,,4,1,3,5,,,,,,
A18393,931,4,179850.2377,,2,,,2,,,,2,3,4,,
A18394,935,3,203739.7752,,2,,,5,7,6,,,,,,6
A18395,934,3,114108.2246,,2,,,15,1,8,,,,,,
A18396,936,3,78014.14737,,,,4,3,7,,,2,,,,
A18397,931,3,132522.5679,,2,,,,13,,,,,,,
A18398,936,3,152150.1745,,2,,,,12,5,,,,4,,
A18399,932,3,102100.2933,1,,,,,6,5,,,,4,,
A18400,934,3,100469.8073,1,,,,,13,7,,,,,,
A18401,936,4,271236.3063,,,3,,,2,,,2,,,,
A18402,933,3,48604.449,,2,,,,4,5,,2,,,,
A18403,934,3,135698.6596,1,,,,,3,5,,,,,,
A18404,932,1,94682.04515,1,,,,,,,,,3,,,
A18405,931,1,69274.52441,,,,4,,5,3,,2,3,,,
A18406,931,4,151389.3516,,,3,,,12,14,,2,,,,
A18407,936,3,181406.4877,,,3,,,,,,,3,4,,
A18408,931,3,,,2,,,5,2,14,,,,,5,
A18409,931,4,230699.1581,,2,,,1,13,5,1,,,,,
A18410,934,1,60157.42618,,2,,,13,,,,,,,,
A18411,931,4,203226.164,,2,,,3,5,,1,2,3,,,
A18412,932,4,174658.9875,,2,,,2,1,5,,,,,5,
A18413,935,1,118418.8842,,2,,,12,1,7,,,,,,
A18414,935,3,210493.2186,,,,4,3,13,6,,,,,,
A18415,932,2,84106.22245,,2,,,9,1,4,,,,,,
A18416,934,4,240510.3643,,2,,,14,13,2,1,,,,,
A18417,932,3,115232.4575,,,,4,5,4,3,,,,,,
A18418,931,3,141097.3977,,,,4,12,10,,,,,,,
A18419,931,3,82039.62914,1,,,,3,8,13,,,,,,
A18420,933,1,108861.5997,,,3,,1,,,,,,,,
A18421,934,5,214516.588,,2,,,8,12,7,,2,,,,
A18422,931,3,123811.0186,,,3,,5,7,12,1,,,,,
A18423,932,3,88238.55422,,,3,,9,13,4,,,,4,5,
A18424,934,3,146084.0634,,2,,,1,15,8,,,,4,,
A18425,935,2,63723.77979,,,,4,1,3,,,2,,,,
A18426,931,3,152239.8595,,2,,,5,4,,1,,,,,
A18427,932,3,100021.4332,1,,,,12,9,,,,3,,,
A18428,933,3,128745.4358,,2,,,1,2,4,,,3,,,
A18429,934,3,97961.16153,1,,,,2,3,5,,,,,5,
A18430,931,3,103875.9318,,2,,,3,1,5,,2,3,,,
A18431,931,4,189049.9181,,2,,,12,1,8,,,,,,
A18432,931,3,81744.7035,1,,,,5,14,,,,,,,
A18433,931,4,150097.658,1,,,,12,2,5,,,3,,,
A18434,932,3,167519.7019,,2,,,3,13,7,1,,3,,,
A18435,935,4,164458.7888,,,3,,12,9,8,1,,,4,,
A18436,934,3,84398.37726,,,,4,6,2,5,,,,4,,
A18437,932,1,96574.85963,,2,,,7,14,13,,,,,,
A18438,933,3,148807.4758,,,3,,13,1,2,1,,,,,
A18439,931,5,263987.3921,1,,,,3,1,7,,,3,,5,
A18440,931,3,91130.30276,1,,,,1,5,3,1,2,,,,
A18441,934,3,114210.1281,,,3,,1,11,12,,,,,,
A18442,931,3,115450.4318,1,,,,1,6,5,,,3,,,
A18443,932,1,73857.22998,,2,,,13,8,5,,2,,,,
A18444,931,2,176753.9881,,2,,,3,,,,2,,,,
A18445,935,3,142775.1099,,,,4,1,7,13,,,3,,5,6
A18446,931,1,58804.48874,,2,,,12,1,3,,,,,5,
A18447,931,3,135705.4332,,,,4,7,13,5,,2,,,,
A18448,934,2,114743.0512,,2,,,4,1,8,,,,4,5,
A18449,931,3,129497.5239,,,3,,5,,,,,3,,,
A18450,932,3,146587.6262,1,,,,11,4,13,,,,,5,
A18451,936,4,222560.1337,,2,,,12,3,13,,,,,,
A18452,933,1,101624.7004,,,3,,13,12,5,,,,,,
A18453,934,3,93693.15885,1,,,,2,1,7,,,,,,
A18454,931,3,111506.2831,,2,,,1,12,2,,2,,,5,
A18455,931,3,177096.1047,,2,,,5,1,14,,,,,,
A18456,933,3,120036.0195,,,3,,5,7,8,1,,,,,
A18457,931,4,222351.0024,,2,,,3,,,,,,4,,
A18458,935,3,115681.3437,,,3,,7,15,,1,,,,,
A18459,934,4,211996.3188,1,,,,8,15,,,2,3,,,
A18460,935,3,193069.2019,1,,,,15,13,3,,,,4,,
A18461,932,3,186317.9382,,2,,,13,8,7,,,,,,
A18462,932,1,62099.77546,,,3,,1,6,,,,,,,
A18463,935,5,278807.0142,,2,,,1,,,,,,,,
A18464,931,3,123959.2066,,,3,,3,1,5,1,,,,,
A18465,934,2,130587.2575,,2,,,7,8,5,,2,,,,
A18466,936,3,128050.5885,1,,,,3,5,12,,,,4,,
A18467,934,1,47058.76798,1,,,,6,4,5,,,,,,
A18468,931,3,94050.74901,,,3,,3,15,6,,,3,,,
A18469,932,4,163752.6917,,,3,,1,2,7,,,,,,
A18470,931,4,147306.9626,1,,,,1,12,13,1,,3,4,,
A18471,932,4,262461.0243,1,,,,7,1,5,,,,,,
A18472,935,2,90310.10352,,,,4,13,12,3,,,,,,
A18473,931,3,160231.6046,,,3,,8,13,,,,,,,
A18474,932,4,117373.2585,,2,,,1,7,3,,,3,4,,
A18475,934,3,137929.0389,,,3,,3,14,7,,,,,,
A18476,931,3,89084.75236,,,3,,3,13,7,,,,,,
A18477,935,3,145315.106,1,,,,3,2,5,,,,,,
A18478,931,3,76554.35473,,,3,,13,15,5,,,,,,
A18479,931,5,177851.967,,2,,,2,,,1,2,,4,,
A18480,934,1,119922.2285,1,,,,5,3,15,,,,4,,
A18481,934,2,155269.0602,,2,,,12,2,3,,,3,,,
A18482,935,2,102760.4877,,2,,,1,,,,,,,,
A18483,931,1,119396.974,,2,,,13,6,15,1,2,,,,
A18484,931,3,86962.11919,,2,,,1,3,7,,,,4,,
A18485,931,3,139398.7443,,2,,,8,1,12,,2,,,5,
A18486,932,4,193492.6478,,2,,,13,12,5,,,3,,,
A18487,933,1,108780.1311,,2,,,11,12,2,,2,,,,6
A18488,931,3,181234.4515,1,,,,5,2,7,1,,,,,6
A18489,932,3,133216.1454,,,3,,2,10,3,,2,,,,
A18490,931,2,61723.33578,,2,,,1,4,3,,,,4,,
A18491,935,3,116932.6652,,,3,,12,,,,,,,,
A18492,931,4,136950.7035,,,3,,12,4,3,,2,,,,
A18493,935,3,221650.6586,1,,,,9,3,2,,,,,,
A18494,932,3,194640.3093,,2,,,4,7,8,1,,,,,
A18495,934,4,171934.9679,,2,,,12,8,3,,2,3,4,,
A18496,932,3,176360.8174,,2,,,7,15,,,2,3,,,
A18497,931,3,134337.9071,,,3,,5,2,3,,,,,,6
A18498,931,3,124401.62,,2,,,6,14,7,,,,,,
A18499,934,5,165515.0192,1,,,,13,11,7,1,,,,,
A18500,931,1,42977.32602,,,3,,4,8,5,,,,,,
A18501,936,1,41722.7194,,2,,,1,,,1,2,3,,5,
A18502,931,1,52302.10204,,,3,,12,2,5,,,3,,,
A18503,931,3,92367.30078,,,3,,1,7,6,,,,4,,
A18504,932,3,127406.2849,,2,,,13,1,14,,,,,,
A18505,931,3,168967.84,,2,,,2,7,5,,,,,,
A18506,932,3,133959.1307,,,,4,1,12,3,,,,,,
A18507,931,3,92195.49401,,2,,,1,4,2,1,,,,5,
A18508,934,3,100132.4265,,,3,,1,2,3,1,,3,,,
A18509,934,1,61765.74192,,,3,,7,1,12,,,,,,
A18510,936,5,241102.75,,2,,,1,3,5,,,,,,
A18511,931,3,108360.8168,1,,,,1,8,5,,,,,,
A18512,931,3,153557.7436,,,,4,5,2,7,1,,,,,
A18513,931,3,113526.2717,,2,,,5,2,,,,,,,
A18514,935,4,213596.249,,2,,,3,2,5,,,,,,
A18515,934,3,45786.65264,,,,4,9,11,3,1,,3,,,
A18516,932,3,88392.1559,1,,,,3,9,15,1,,,,,
A18517,933,5,224414.5319,,2,,,1,6,8,,,,,,
A18518,932,4,161293.7448,,2,,,2,3,5,1,2,,,,
A18519,931,2,101471.113,,,3,,7,10,12,1,,,4,,
A18520,934,3,82318.74076,,,3,,13,4,5,,,,,,
A18521,931,3,136519.0589,1,,,,3,6,5,,,,4,5,
A18522,931,4,118106.4296,1,,,,1,13,11,,,3,,,
A18523,931,2,84889.33948,1,,,,3,2,13,,,,,,
A18524,934,3,123383.1488,,2,,,1,5,14,,2,,,,
A18525,931,3,147630.8931,1,,,,1,14,13,,,,,,
A18526,932,2,99289.3189,,2,,,2,7,6,1,2,3,,,
A18527,934,3,146245.2634,1,,,,2,,,1,,,,,
A18528,931,1,52717.67143,1,,,,14,6,8,,,,,,
A18529,931,5,250870.7666,1,,,,1,3,5,,,,,,
A18530,931,4,222720.6477,1,,,,13,7,5,,,,4,,
A18531,931,4,202872.4784,,2,,,8,6,12,,2,3,,,
A18532,931,4,153726.4663,1,,,,13,1,8,,,,,5,
A18533,936,3,59308.37944,,,,4,3,13,,,,,4,,
A18534,933,5,286068.1236,,2,,,9,2,13,,,,,,
A18535,935,1,92694.85356,,,,4,1,5,8,,,,,,
A18536,931,2,94908.40911,,2,,,6,2,13,1,,3,,5,
A18537,931,4,151516.8473,1,,,,11,1,15,,,,4,,
A18538,936,3,133450.9001,,2,,,9,5,,1,,,,,
A18539,933,4,171635.7887,,2,,,3,12,5,,,,,,
A18540,931,3,143814.9373,,2,,,3,10,12,1,,,,,
A18541,933,3,112446.3859,1,,,,2,13,14,,,,,,
A18542,931,3,154536.4298,1,,,,9,12,5,,,,,,
A18543,934,3,85068.72815,,,3,,5,9,4,,,3,,,
A18544,934,3,52375.86259,,2,,,1,9,13,,,,,,
A18545,931,3,204827.7917,,2,,,4,,,,,,,,
A18546,934,4,220583.0874,,2,,,2,3,13,,,,,,
A18547,934,3,145847.4304,1,,,,12,1,14,,,,,,6
A18548,935,4,119831.7449,1,,,,7,12,3,,,3,,,
A18549,931,3,164141.6002,1,,,,14,15,5,,2,,,,
A18550,932,3,71075.51723,1,,,,8,,,,,,,,
A18551,932,3,122654.5424,1,,,,9,5,3,,2,,,,
A18552,934,4,240838.105,,2,,,6,14,13,,2,,,,
A18553,934,3,140166.4425,1,,,,2,6,7,,,,,,
A18554,931,3,214857.5065,,,,4,11,1,6,,,,,,
A18555,932,4,142404.9037,,2,,,1,7,14,,,,,,
A18556,935,3,49808.58846,,2,,,12,2,8,1,,,,,
A18557,931,4,243838.8448,,2,,,3,7,13,,,,,,
A18558,931,4,230729.6143,,2,,,2,5,,,,,,,
A18559,931,1,85469.37196,1,,,,6,2,3,,2,3,4,,
A18560,931,3,74675.0669,1,,,,1,9,2,,,,,,
A18561,931,2,105283.5785,1,,,,1,3,2,,,,4,,
A18562,933,3,116022.208,,,,4,5,11,15,,,,,,
A18563,932,3,134016.2359,1,,,,3,1,13,1,,,,,
A18564,932,2,135689.3539,1,,,,9,15,2,,,,4,,6
A18565,934,2,145560.6451,,2,,,12,3,7,,,,,,
A18566,934,4,210502.8401,1,,,,1,13,9,,,3,,,
A18567,931,2,105355.2487,,2,,,7,6,12,,,,,,
A18568,934,3,124112.9802,,2,,,1,2,7,1,2,,,,
A18569,932,3,113018.7844,,,,4,5,15,,,,3,,,
A18570,931,1,65845.56493,1,,,,12,7,13,,,3,,,
A18571,936,3,186470.8434,,2,,,11,4,,,,,,,
A18572,931,3,216932.9677,,,3,,2,1,15,1,,3,,,
A18573,931,4,129131.3629,1,,,,3,1,2,,2,3,4,,
A18574,934,3,105508.5243,,,,4,2,,,,2,,4,,
A18575,932,1,65759.79817,,2,,,11,10,3,,,,,5,
A18576,935,3,113297.4263,1,,,,4,5,,,2,,4,,
A18577,933,3,185225.2862,,,3,,6,8,5,,2,,,,
A18578,932,4,166262.0487,,2,,,1,,,,,,,,6
A18579,934,4,197355.241,,,3,,13,5,,,2,,,,
A18580,936,3,189461.5399,1,,,,2,,,1,,,,,
A18581,931,3,92657.46299,,,3,,1,9,12,1,,,,5,
A18582,931,4,160538.0161,,2,,,1,4,13,1,,3,,,
A18583,933,3,203936.8597,1,,,,9,15,3,,,,,,
A18584,935,3,136526.9022,,,3,,5,9,13,,,,,,
A18585,933,3,102556.8704,,2,,,1,7,,1,,,,,
A18586,931,4,251301.9338,,2,,,4,2,6,,,,,,
A18587,936,3,137691.4608,1,,,,11,5,,,,,,,
A18588,932,4,106900.8623,1,,,,1,11,6,,,3,,,
A18589,931,2,107256.4006,1,,,,1,6,2,,2,,4,,
A18590,931,4,190432.9355,,2,,,15,2,5,1,2,3,,5,
A18591,931,3,122499.5127,,2,,,11,1,4,,2,,,5,
A18592,934,4,190033.4872,,,,4,12,2,3,1,,3,,,
A18593,931,3,155666.8586,,,3,,1,15,,1,,3,,,
A18594,932,3,111719.1764,,,,4,2,7,5,,,,,,
A18595,931,3,155449.7211,,2,,,3,15,5,1,,,,,
A18596,931,4,134551.7312,,,3,,1,11,5,1,,,,,
A18597,931,5,185379.4278,,,3,,1,15,4,,,3,,,
A18598,931,2,76629.22024,,,3,,3,1,5,,,3,,,
A18599,931,2,54973.20261,,2,,,8,,,,,,,,
A18600,934,4,114243.1371,,2,,,3,8,5,,2,,4,,
A18601,934,3,114072.6604,,2,,,13,4,7,,,,,,
A18602,936,3,162822.5021,,,,4,12,1,3,,,,4,,
A18603,934,2,141705.0434,,2,,,2,,,,2,,,,
A18604,931,3,101368.8546,,,,4,4,6,11,,,3,,,
A18605,931,1,46543.57951,,2,,,13,10,3,,,,,,
A18606,931,2,72521.18852,,2,,,2,11,8,,,,,,
A18607,934,1,60592.81703,,,,4,12,10,2,1,,,,,
A18608,933,5,210194.9122,,2,,,3,4,5,,,,,,
A18609,935,3,117183.2658,1,,,,5,3,,,,,,,
A18610,931,2,49421.55807,1,,,,5,1,,1,2,,,,
A18611,931,4,133857.4749,,,3,,1,7,15,,,3,,,
A18612,931,1,66896.92726,,,,4,5,2,6,,2,,,,
A18613,931,4,190776.3782,,,,4,15,2,3,,,3,,,6
A18614,931,3,184086.8675,,,3,,12,,,1,,3,,,
A18615,935,4,93454.35153,,,,4,1,12,3,,,,,,
A18616,931,3,93982.8086,1,,,,8,2,5,,,,4,,
A18617,931,4,172377.9019,,,,4,9,1,5,,,,,,
A18618,932,2,120493.1715,,,3,,15,2,14,,2,,,,
A18619,931,4,190675.8167,,,,4,12,11,4,1,,3,,,
A18620,934,3,193092.1811,,2,,,1,14,4,1,,,,,
